CMDLINE /oak/stanford/groups/akundaje/sjessa/software/miniconda3/envs/nucleoatac2/bin/nucleoatac run --bam example/example.bam --bed example/example.bed --fasta example/sacCer3.fa --out profiling/after/example --cores 2
MEM 230.000000 1776319232.1843
MEM 230.000000 1776319232.2845
MEM 230.000000 1776319232.3847
MEM 230.000000 1776319232.4849
MEM 230.000000 1776319232.5851
MEM 230.000000 1776319232.6853
MEM 230.000000 1776319232.7855
MEM 230.000000 1776319232.8856
MEM 230.000000 1776319232.9858
MEM 230.000000 1776319233.0859
MEM 230.000000 1776319233.1860
MEM 230.000000 1776319233.2862
MEM 230.000000 1776319233.3863
MEM 230.000000 1776319233.4865
MEM 230.000000 1776319233.5866
MEM 230.000000 1776319233.6868
MEM 231.519531 1776319233.7870
MEM 231.746094 1776319233.8872
MEM 231.746094 1776319233.9874
MEM 231.746094 1776319234.0876
MEM 231.746094 1776319234.1877
MEM 232.062500 1776319234.2879
MEM 232.062500 1776319234.3881
MEM 232.062500 1776319234.4884
MEM 232.062500 1776319234.5886
MEM 232.062500 1776319234.6888
MEM 232.382812 1776319234.7889
MEM 232.382812 1776319234.8891
MEM 232.382812 1776319234.9893
MEM 232.382812 1776319235.0894
MEM 153.183594 1776319235.1896
MEM 153.195312 1776319235.2898
MEM 153.203125 1776319235.3900
MEM 153.226562 1776319235.4902
MEM 153.226562 1776319235.5904
MEM 153.226562 1776319235.6906
MEM 153.226562 1776319235.7907
MEM 153.371094 1776319235.8910
MEM 153.371094 1776319235.9913
MEM 153.371094 1776319236.0915
MEM 153.371094 1776319236.1917
MEM 153.371094 1776319236.2919
MEM 153.371094 1776319236.3922
MEM 153.394531 1776319236.4923
MEM 153.394531 1776319236.5926
MEM 153.394531 1776319236.6928
MEM 153.394531 1776319236.7930
MEM 153.359375 1776319236.8934
MEM 153.375000 1776319236.9937
